sentence,usecase_focus,process_focus,structure_focus
Administrator . System Weborder ;,False,False,False
Administrator . Administrator installed ),False,False,False
The,False,False,False
Sales . System Weborder ; Person,False,False,False
Sales Person . the from product a,False,False,False
Remove . system system the must able the clicks Person,False,False,False
"Sales . HTTPS with be browser a via system weborder the access to web within created is System ; information product new the validates creates System product of availability and , inventory in ; a new product product new",False,False,False
A . page product created newly the displays System ; product new the for page button items or to newly the displays System ; system the created from product and page product the removes System information ; product .,False,False,False
Sales . system the within attributes Product page,False,False,False
Update system the from deleted is product,False,False,False
"A . information product the process Product Remove initiate to link or ; button clicks Person Sales "" Product Remove "" the System prompts the validates System ; products of list a viewing or searching by product a select to Person Sales link . of , ; process logout initiate to link or System button clicks Person Sales "" Logout "" to the link terminates session system the of out logged is Person the Sales . page home displays System ; cookie",False,False,False
The or button the system the on account Person Sales the .,False,False,False
Logout system the into logged is Person Sales .,False,False,False
Sales Person ; clicks Person,False,False,False
Sales . system the on in - logged be must Person,False,False,False
Sales . System Weborder . number,False,False,False
"Add product Person Sales the prompts System ; process to Product initiate to link or button the clicks Add Person fill product image product a upload , price product out , product , d i product , name description Sales "" Product to able be must Person",False,False,False
Sales . access System ; Person,False,False,False
"Sales . system the to Weborder the weborder system Add "" to link or button the clicks Person",False,False,False
Sales . HTTPS with browser web a via a System or password Intel an on operate shall Store,False,False,False
"Web based . and 4 Version Communicator Netscape , 7 5 and system Slackware Corporation Yoggie the by designed is system with operating . Server Web Apache and 2.6 Linux",False,False,False
The . 6 Explorer administrator the upgraded be to needs account can the,False,False,False
Later . account customer a as default if version accomplish via Internet Microsoft : browsers internet following the this with shall Store,False,False,False
Web . interface administrator the operate,False,False,False
Although maintenance documentation . database based SQL a use,False,False,False
Must,False,False,False
SQL . Yoggie by provided are divers and interface Corporation,False,False,False
USB standard the for compatibility and use of easy allows is SQL,False,False,False
"Restricting . format database used widely most to . information inventory Web this of developers the , tested Store be system operating the and supplied be will will are not responsible store to database based SQL use shall system",False,False,False
The . system operating the of functionality the for will it Store Web will documentation,False,False,False
Full . advisability ensure to be privilege have can individual one than more,False,False,False
Suggested administrator . provided the the of owner the generally Is : to Personnel ; process this with assist to Administrator Sales accounts of privileges generally Is : Administrator,False,False,False
System . cart the the items purchasing when buyers from payment transfer in owner that takes assigning of charge in be will administrator,False,False,False
The . system Store Web the for maintenance of care Web Web Store with will store Web,False,False,False
The . Store Web have ’s - GAMMA from inventory purchase to wishing J individual a of on account new a creating,False,False,False
"When . variety Key on loaded inventory the upon depending clientele the an is customer delete , add can personnel sales , and added . descriptions line product and inventory updating",False,False,False
"Once change descriptions , A : Customer ; buy to customers for items flag ready when and , prices , pictures tasked Store .",False,False,False
"Compatibility view , information contact configure , profiles their customer store to accounts create to able be their will purchase , log and , in log , register history to be will",False,False,False
Customers . orders confirm and able,False,False,False
Customers . results ; task runs Service ; request up Service picks ; Service to request submits Server Web Service returns results ; displays Browser Web ; Browser Web to results returns Server Web ; completion for checks Server Web out ; of accounts multi in stored be will Products 3.1.2 - as . feature system priority medium a is,False,False,False
Same,False,False,False
This tiered ; administrators for allow will management inventory,False,False,False
"The categories . or categories sub contain can category a products . categories tiered to ability the as such , information store payment also will profiles Customer ,",False,False,False
Furthermore . include credit card information - multi into products of placement the for allow will management,False,False,False
"Inventory . information address and , their and request Server deliver Shall interface web the via users Operations for online install",False,False,False
Shall . compatible % 100 help be and manual of delivery the,False,False,False
"Assume . Administrator the Maintenance for Installation and , book Guide Users , Instructions not may Firefox Communicator Netscape , 7 and 6 version Version Explorer Microsoft for verified and tested only is Internet 4 and 5 or Mozilla as such browsers other",False,False,False
Also . compatible % 100 be not may versions,False,False,False
"Other . development parses , and that ensure will methods",False,False,False
Security . feature customer system high a is,False,False,False
This . orders confirm priority and accounts confidential Web ; HTTPS via Server Web to remain request Browser,False,False,False
"Web . tampering to resistant and initiates , history purchase of baseline the freeze will Yoggie",False,False,False
"Assume the . from system USB the of samples evaluate Yoggie USB system after , information contact , profiles their store to accounts create to able be will",False,False,False
Customers . delivery test approve to used Dictionary Data : E Appendix to refer first to may documentation technical to new are who want readers . to ; accounts customer Manage : will Store,False,False,False
"According Web Statement Needs Functional ’s J - GAMMA this , however ; tech the ,",False,False,False
Finally . customer the writer for being are requirements the ensure to this meet will use this end to beginning from review be to designed is document,False,False,False
"This . documentation user with assist to Manage reference an store ” ins - Plug “ via enhancement ; software for interface Feature ; backups and reliability future for The inventory expand to purchase can owners the , initial codes with",False,False,False
"Expandable . items 100 be will unique site mirror optional and categories the browsing in assist to products interface an Have ; Orders Confirm ; inventory unambiguous ; Use Secure an Allow ; % 99.999 of availability an Have ; security for ) SSL ( Layer Socket online the can verification 1 Version for requirements and capabilities , of functions of all ; will document",False,False,False
This . the internet GAMMA J play and plug “ a on implementation - for is 1,False,False,False
Version . Store Web ’s planned the over business Store Web,False,False,False
This . Store Web ’s is J GAMMA for Specification Requirements Software the is - designed to allow core other and sales perform and setup to means easy and quick a owners store online new ” team USB . will team development,False,False,False
The . program Store also Web their in met being are ’s user new their use document and test,False,False,False
The . system Store Web this the implementation and design overall on guidance for of of needs the flush to intended is document,False,False,False
This . out appliances other on based be will versions,False,False,False
Future network the requirements by with along needs their ensure to document this review can customer,False,False,False
The J. - GAMMA customer the Key to inventory,False,False,False
"The in user the assists that tool the finding is ): Priority Medium ( ) SE ( SE Engine a item return and , criteria search find , specific criteria receive can",False,False,False
It . database the in search Search ; system users allows AM ): Priority High ( to ) ( Management,False,False,False
"Account . interfaces system external AM create , edit the of out / login to user the allows also",False,False,False
"It . information accounts view and , the showing results the cart virtual a in reserved be can until inventory from",False,False,False
Items . web the on shopping the customers the decides is PP ): Priority High ( ) customer PP Payment and Purchasing ; them purchase to ( for storage temporary to personnel sales allows PM ): Priority manage High ) PM ( Management Product ; search ( the product line is SC ): Priority Medium ( ) SC ( Cart Shopping ; site web the on shown of . diagram a ” . ins - plug “ via,False,False,False
More future in added be can needs,False,False,False
Advanced . the store detail the in and Features,False,False,False
System . 3 part on in be can Store Web the of functionality found online an manage and Plug “ a be will this Play,False,False,False
"Since items 20 be will inventory total minimum . device ” , to needs basic the of all contain will software",False,False,False
This . necessary be will installation software no the context function statement Store Web,False,False,False
The . system operating and will CPU its with device play and plug a own be be quick is 2.1 Figure,False,False,False
The . Store Web a online operate and setup to means easy and an will,False,False,False
"This . , Statement Needs Functional , Overview System and Store the from insight draws document",False,False,False
This . Web Stakeholder Goals List commerce - E online the to new users for designed system new a is Store,False,False,False
Web . Needs update outline categories assist to bubbles help utilize shall system managers,False,False,False
The to easy be shall system,False,False,False
"The use learn to , , with customer prompt shall system",False,False,False
The buttons customers locate easy employ shall system The administrators and to easy be shall will system,False,False,False
The . size in large employ too that files image compress automatically shall system are on demand asynchronous system,False,False,False
The . existence address email validate shall system,False,False,False
The . pages of execution faster for loading friend,False,False,False
The easy read be shall system,False,False,False
"The . site the easy to are that fixes or , updates , done changes to . easy be shall system",False,False,False
The . drive upgrade usb via portable extremely be shall system,False,False,False
The the all of logs,False,False,False
The . notifications clear for colors and system symbols utilize shall system,False,False,False
The . messages error consistent shall utilize interchangeable create shall system,False,False,False
The . patches and fixes for updatable easily be shall system,False,False,False
The . plugins to to . log system,False,False,False
The . connection internet live a shall through periodic do will system,False,False,False
The . second backups per validate cards shall system,False,False,False
The . https via information credit sensitive encrypt shall system,False,False,False
The . fraud against all records 1000 restore . seconds 2 than less in card,False,False,False
The credit to able be shall system,False,False,False
The . validate system shall be to able be shall system,False,False,False
The . seconds 2 than less in charges shipping acquire to able encrypt in all data shortest 's Dijkstra via searches perform shall path system . % 99.99 of availability an have,False,False,False
The shall algorithm,False,False,False
"For each after system in card credit ' . existing validate shall system the , customers returning ' system The",False,False,False
http://www.fs-security.com/ . automatically IP block and attacks DOS,False,False,False
The IP auto shall system,False,False,False
The . database in detect system shall detect . Firestarter called firewall source open by protected be shall system,False,False,False
The . attempts login failed consecutive customer second migrate backed System ; Customer the for account new creates a System ; information 's customer the validates creates System a cookie 's Customer recognizes,False,False,False
System .,False,False,False
"A1 . session Customer page home account an displays System ; to ; fields enters / his out fill to customer the her prompts ; process registration initiate to link or System first name , Customer ; password their and , address email , address shipping , address billing , name last cookie button ; . or button the on Customer "" Login link "" link or button clicks",False,False,False
Customer . registered to be to the the and email her / his for initiate customer prompts,False,False,False
System .,False,False,False
2 . process login the already must account new a creates and registers Customer,False,False,False
The customer . Scenario Basic ( 7 Step to,False,False,False
Go ) account with the,False,False,False
Customer . System Weborder ;,False,False,False
Customer . system the with account customer a to,False,False,False
Login . system A2 or the clicks shall hardware system,False,False,False
The . system weborder be of test create to able be should system environment,False,False,False
The fixed patched organization our with features and enhancement future and on shall,False,False,False
Yoggie . connection internet an via coordinate . orders shipping mode debug under run to able be . should,False,False,False
The . drive usb another via up system,False,False,False
The system should test run to able be should system,False,False,False
The . transactions card credit test run to able be . on,False,False,False
The shall web the access to able be must order,False,False,False
Customer System Weborder ;,False,False,False
"Customer . system the . with system a first Customer "" Register "" to link via or clicks",False,False,False
Customer . HTTPS with browser web button account customer new SDRAM MB 128 ; chip ram Flash ; GB : requirements hardware following the to adhere 4 Intel XScale PXA270 a,False,False,False
Register . MySQL : Database ; server web Apache : OS ; chipset MHz - 520 system 1 clicks less in assist to interface unambiguous an with browsing presented will Customers 3.1.2 as,False,False,False
Same . feature be system the and,False,False,False
The . criteria search their matching products categories for to able be will,False,False,False
Customers . products search interface priority a web a in customer the to presented browser be interface,False,False,False
The . details order specific the will medium . interface is,False,False,False
This . customer the to intuitive,False,False,False
The be browsers web various among consistent remain must and will be compatible of flexibility the ensures it as feature the system high a is,False,False,False
This . needs their priority meet system be Web ; HTTPS via Server Web to to request Browser,False,False,False
"Web . needs specific to tailored initiates to able be , Firefox Mozilla , Navigator Mozilla , Opera Explorer as such browsers web major all with Internet , and Safari to ins - plug custom build to customers allow to API an feature will system",False,False,False
The . with email confirmation a cart shopping,False,False,False
The . cart shopping the will into add to able be also will Customers products 3.1.2 clearly the will customer,False,False,False
"The . cost total the display with , cart the in items of number along as",False,False,False
"Same . be will . details product specific the able and categories in placed products the than , , to add and feature system priority medium a is feature",False,False,False
This . cart shopping the within purchase for products store also Server be to order the,False,False,False
If . checkout after order is the to able be will Customers 3.1.2 as confirm,False,False,False
Same incorrect the receive then will customer,False,False,False
"The . order , their and revise to able be will customer update . feature system . confirmation order and checkout to prior",False,False,False
Order cart the from products remove or to add shopping confirmation will allow priority medium a is,False,False,False
This . confirmation to prior checkout after order their review to customer the able parses,False,False,False
Customers ; queries technical any regarding Administrator System to from mail e an send shall system WebOrder,False,False,False
The - : customers sales deployed be to able be shall system or the plugged being USB the,False,False,False
Upon . people in CI-2 ; number e an send shall system WebOrder,False,False,False
The - : . interface ins - Plug : SI-1.3,False,False,False
CI-1 mail confirmation to tracking with along address shipping the to delivered be will ordered they items the that customer the and ; operational less for search to able be shall system a,False,False,False
The 2ms than less in cart shopping to . product specified in vendor request in and customer email to product able shall,False,False,False
The . second 1 than less be add to able concurrently in logged customers 1000 handle to at able shall system,False,False,False
The . minute 1 than be the same time be shall system,False,False,False
The . second per products 200 retrieve to able be shall system,False,False,False
The . in system system Inventory completion for checks Server Web ; results ; returns API ; results validates Service API ; Service results Web returns Application an implement will system,False,False,False
The . Server results Browser Web ; Browser Web to results displays returns in - Service API ; request up picks Service submits API API to request Web submits management Server Service request to Plug Plug ; tasks runs in - Plug ; request up picks in - Plug ; in - Interface to ; for interface programmatic a through system account the for with will WebOrder of database order,False,False,False
"The : communicate SI-1.1 the operations allow customers by ordered items of transmit billing will , interface programmatic Through : SI-1.2 ; WebOrder . information from API in - plug",False,False,False
The . system the the with interact to ins - plug Yoggie various will be to documented well USB : HI-1,False,False,False
FIGURES . developers in - key specifications to provided be will and plug 5A-2 Tables in listed outcomes the in to shall the Replacing ) M,False,False,False
( result handset . 5A-3 subject party the either requirements by terminated and be able . shall Calls ) M,False,False,False
( to be the to outlined rules arbitration the apply shall radio Cab,False,False,False
The . shown ) M,False,False,False
( . in Table 5A-1 call able be shall parties connected established been communicate has a,False,False,False
Once ) M ( 5A. in call Appendix,False,False,False
( tables ‘ the initiating or handset the down putting of effect the shows 5A Appendix in Call clear ’ procedure the to calls Incoming ) going M 5A-3,False,False,False
( calls incoming of types different the for . in Table M effect the shows 5A Appendix in 5A-2 Table ) M,False,False,False
"( . 5A-3 and 5A-2 of replacing the handset . calls outgoing of types different the ) for ’ clear Call ‘ the initiating or procedure - calls an from entered otherwise unless calls voice point - to - point be shall MMI the the MMI at the priority a have shall calls dialled , from default ) M",False,False,False
( . initiation of time By of calls ) shall access Dial ) M,False,False,False
( . number functional or Cab number telephone valid any be provided to initiate M,False,False,False
( . supported be shall facilities Dialled dialling ) M ( : calls following the Abbreviated railway information ( call going - on an in is radio Cab the whilst received is call incoming ; ( M ) in is radio Cab the whilst call an a to attempts user radio Cab a ; initiate : when calls broadcast ; calls group ; calls emergency calls ),False,False,False
( . ) 4 designation priority eMLPP M on ; - between arbitrate shall radio Cab,False,False,False
"The . point calls - multi ; calls point - to party radio is be device external the when time the at ongoing are calls voice and implemented is selection attempts to trigger a network and driver the to given be network shall visual and audible an , change network indication change directed ) , mechanism trigger external an by initiated be shall procedure selection network directed the , which instructs the Cab M",False,False,False
"( . ongoing is call voice If a network required the select to application radio unless implemented shall deferred ] ] 19 [ Index , 515 301 EN",False,False,False
[ interface AT the through ( ) to instruct the should radio Cab dialling The ) M procedure,False,False,False
( network required the with register to MT . be selection ” . lost is network current the of coverage until or terminated is call the until,False,False,False
"( M ) If Manual “ GSM the use shall application network radio the , implemented is selection network directed Cab selection network directed as displayed be to ( networks authorised of list prioritised a access to driver the stated in section 10.5",False,False,False
"This . list this from network desired allow a to driver the allow shall and ) select function shall radio the in contained information using device or user train - on correct the to routed sub - addressing field Cab the , procedure selection network ” application Manual GSM the Using ) M",False,False,False
( . “ shall not be directed of means A ) I,False,False,False
( . coverage providing PLMN next the with register network selection should be If ) O,False,False,False
( . network required to the registers MS the that ensure to provided with it for necessary ) M,False,False,False
"( . radio Cab the As involving voice ongoing an is there if available call shall a approaches be will it , with registered is train it the of coverage the of limits the PLMN by : a",False,False,False
Where : termination Call ; communicate can call the in involved parties the Where : one of the parties means a provide shall system radio Cab Conversation,False,False,False
The call the terminates call the in involved . for ; visual : call the Answering ; call incoming of indication visual and audible an Provide : Acceptance of incoming call and audible an Provide : Indication ; indication ) auto for required not ( user by answer Indication the to of minimum a with emergency an in activation rapid of Capable : access Emergency ) action being required by driver of minimum the Requiring access Priority M ; button red single ie ( driver the ) driver ( call shall It ) M,False,False,False
"( . terminate to authorised is he which calls established terminate be possible to initiate the of ) recipient(s intended the on : depending four of one in calls voice outgoing ways actions ; call the with provided is System : call a Initiating ) M ( : follows as necessary information to set an Provide : Indication ; ) priority be , bearer , number eg ( call up type audible shall another ) 11 section see ( message USSD a on based automatically deregistered be registered or sent by the Cab to call originated mobile a for required user actions sequence The ) M",False,False,False
( . radio of priority and indication a to call terminated mobile a for actions of sequence,False,False,False
The . call the terminates driver shall be as of basis the on requests call of call Management arbitration Call ) M ( : follows : visual the involved ; priority call of basis the on requests call of Management : arbitration,False,False,False
Call ; Conversation : Where the parties the of one Where : termination in Call communicate can call the in involved parties ; to initiate a stored of list a support to provided be shall Facilities ) M,False,False,False
( . radio names / numbers of be shall access number Stored ) M the,False,False,False
( entries 100 of minimum a to up . provided in number . function ’ controller Call ‘ the initiating after controllers relevant the of all to,False,False,False
( I ) The stored from number / name a selecting information by a initiate to able be shall driver call established to the to possible be shall,False,False,False
It . ) 4 designation priority eMLPP ( calls information railway store a priority in initiate to able be shall driver The of ),False,False,False
"( . number stored a with association M initiate priority have calls , entry of time at indicated otherwise Unless ) M ( : calls following from the stored numbers will calls , default By ) M a",False,False,False
( calls voice as initiated be shall list . be may call following the initiate to provided be shall access,False,False,False
Emergency . manually numbers functional or telephone call : ( M activation,False,False,False
On,False,False,False
") M ( : following select the to provided be shall access Priority ) initiate of or to selection the Through : number Stored ; ) stroke key single a eg ( call of a stored number driver the for Facility : access Dial enter ; access type menu eg ( name or ) the “ call of means external no and , cell a with associated type same the of controllers selecting the appropriate one VGCS a or , driver the to several system by given be may choice the , the are there",False,False,False
"When to guidance additional provide shall MMI the the , ” train same the on drivers other function call user the ) * ( ) M",False,False,False
( . in call - Multi a of management and establishment Party capable capable selecting specified those to limited be shall radio Cab the with associated antenna mounted train the by [ EN 301 the into radiating emissions Any ) M from,False,False,False
"( ] ] 35 [ Index , 515 . driver Emissions M Cab the from emission EMC ) I",False,False,False
"( . power transmission higher and , equipment radio shall comply with",False,False,False
"( . ] 4 and 2 - ) 3 2 , 1 parts 50121 ENV [ , protection ’s and IEC [ in defined as tests electrical pass shall radio Cab The ) M",False,False,False
"( 571 parts 1 , taken be may procedures testing on guidelines . Additional M",False,False,False
"( . ] 3 and 2 ) cab degree highest in defined requirements the meet shall aerial exterior the from equipment board - on other [ ENV 50121 parts the to ] 4 and 2 - possible 3 1 - 3 , 2 , 1 , from and mounted for voltage over % 20 ; voltage supply nominal of % ±15 to up fluctuations up to 10s ; Cab",False,False,False
The . ] 3 - 1 voltage parts IEC [ to according effects transient other 571 radio ) ( radio Cab,False,False,False
The . % 75 standby ; % 5 calls group ; % 20 equipment shall be of : operation normal interrupting without supplies power M backup main the to changes following the withstanding and control shall the Cab the for emissions EMC on Requirements ) M,False,False,False
( . ] 50153 EN [ radio are to be train other to proximity close to due in types other for defined those than stringent more radio withstand defined equipment M,False,False,False
( . ] 50155 prEN [ in defined as transients supply power of effects ) The driver and mobile EIRENE from arising hazards electrical all as against be shall equipment cab - in other protected [ prEN 50129 radio Cab The ) O,False,False,False
"( . ] 568 , 558 UIC [ Fiches UIC and the Driver ’s be may or ) TIU ( Unit the Interface the via connected be may Device Safety Train connected of the of specifications the with comply should interface Address Public the , implemented If ) M the UIC Fiche [ with comply should interface UIC the , specifications implemented ) O",False,False,False
( . ] 568 UIC If,False,False,False
"( directly means be may Unit Interface Train a , necessary Where ) O",False,False,False
( . standard RS422 implemented to adapt on be the status . radio Cab the the by interfaces standard the to systems train - provided by of should form the take may interfaces Other ) I,False,False,False
"( . interface determined nationally a of of additional audio and they , implemented are interfaces data other be Where I",False,False,False
( . outputs and inputs data ) . implemented be interfaces Other ; ) O ( ; Device Safety ’s Driver ; ) O ( .,False,False,False
"( O ) sections following the in stated requirements the ; to are interfaces these , implemented",False,False,False
Where . subject . Intercom ; recorder borne Train ) I,False,False,False
( . ] 1 part 1508 IEC [ and ] ; ( O ) ) O ( ; Address Public ; UIC ) ( ; interface ETCS / ERTMS ; O,False,False,False
( I ) / ERTMS If ) I,False,False,False
( . ETCS / ERTMS for communications provide to required ETCS communications are required shall ] FFFIS EURO MORANE,False,False,False
"[ EURORADIO be for the in defined as interface an , FFFIS will radios Cab Unit Interface Train the via connected be ( may borne train the and radio Cab The recorder calls TIU or Some ) I",False,False,False
( . interface determined ) nationally of means by directly connected be may a point - to of capable be shall radio Cab The ) I,False,False,False
( ) . equipment cab of operating within a temperature and aerial The ) M,False,False,False
( . layout C 70 to C ° -20 of range ° any the reference slightly has equipment of type,False,False,False
Each . equipment external and equipment cab - in : different requirements placed upon useful a is ] 651 UIC [ concerning,False,False,False
( climate and EMC of terms in it . stock other mounted to external mounted equipment Any ) M,False,False,False
"( . second / C ° 3 to the train cab shall of pulses pressure tunnel - in ) up M : conditions physical additional following the withstand ( equipment of temperature to -40C from temperature of extremes withstanding of capable be shall train the to external +70C. ( M ) rapid during correctly function shall train the fluctuations to mounted equipment other any and aerial The external rolling in mounted , enabled is selection network automatic Whilst ) M",False,False,False
"( . actions MMI simple using the MMI shall display ( Indicator Service GSM the if , function mode In ) M",False,False,False
( . indication an idle see this - 10.5 section in stated criteria selection the using automatically network radio mobile appropriate most the .,False,False,False
"( O ) re and/or deactivating of capable be shall activating driver , implemented is selection network automatic If the [ EN 301 , section this in defined those of all and 4 section in specifications all with with those defined in be will equipment radio mobile of types comply Two M",False,False,False
"( . priority taking section this ) shall antenna and an give shall mobile the , lost audible is ] ] 26 [ Index , 515 ) 6 and indication MMI , equipment terminal radio Cab the visual including mounted - Train ) M",False,False,False
( . equipment of kPa peak ; Hz 1000 - 5 : range frequency ) M ( : vibration sinusoidal of peak - to - with comply shall radio Cab,False,False,False
The g. levels 2.5 acceleration ; mm 5 : amplitude peak : draft maximum the - to - peak ; Hz 200 - 5 : range frequency ) M ( peak amplitude : 7 withstand shall cab train the to external following mounted,False,False,False
"Any g. 1.5 : acceleration ; mm equipment : European [ train the of failure of event the in hours 6 of period a for operate ’s main power supply - point ) O ( ): 4.5.21 to section ( cycle following the on based , see standard continue radio and clearances to reference with ordination - co insulation concerning ] 1 part 50124 prEN creepages .",False,False,False
( M ’s driver the enable will which radios to Cab provided be should supply power emergency An for vibration sinusoidal of be should maintenance of Ease ) O,False,False,False
"( . measures control access and alarms , taken into account in on antennas to access maintenance , example protection",False,False,False
For equipment radio of installation and design the . vehicles physical measures 100 to up of gradients pressure ; seconds 3 to up for ) peak to kPa / s. Measures such of,False,False,False
Examples . equipment radio of include theft risk the reduce to taken be should of should be provided ] 50261 prEN [ with compliance in cab train the in mounted be should radio .,False,False,False
( O ) levels maximum following the withstanding of capable Cab be cab train the inside mounted equipment Any shall The ) M be shall ) card SIM ( ” physically Module Subscriber “ The ) O,False,False,False
( . Identity ( integrated the,False,False,False
"( . staff maintenance by except removed with be able be not shall and set radio to shall indicated Cab ) All EIRENE mobile equipment shall comply with all environmental , EMC and physical specifications I",False,False,False
"( . requirements type , with each radio type being defined specified the superset of the core plus specific by radio in GSM 35 ] ] .",False,False,False
"( M ) All EIRENE mobile equipment shall conform to [ [ & ] 2 standard , especially with reference to [ the GSM and EN 301 515 , Index [ 05.90 EN individual for outside except standard this in defined requirements emission the with comply not can equipment mobile the GSM transmission band radio the with comply shall equipment mobile",False,False,False
EIRENE EIRENE from radiation EM of transmission,False,False,False
The . all each of establishment .,False,False,False
The requirements provided in this section are augmented by those provided in later sections equipment mobile EIRENE all request procedure .,False,False,False
( M ) This the subsection the core environmental and physical requirements for defines frequency 60950 ( ) ; tests required to validate compliance with EIRENE specification .,False,False,False
"Any environmental and physical immunity and emissions both conditions ( power supply variation , battery requirements life overloading , etc ) ; EMC ( , electrical stated be standards shall not prevent the use of other EIRENE mobiles in that country .",False,False,False
( national,False,False,False
Stricter . protection superseded by national requirements provided the national may standards a higher level of environmental and physical provide ] ; vibration,False,False,False
"( M ) The categories of requirements defined in each section describing mobile equipment are . A2 and A1 Safety of Information Technology Equipment ) , as including Business Equipment , 1993 , plus amendments Electrical ) follows ( flammability , contamination , physical protection , etc ) ; mechanical conditions ( shock and ( conditions physical ; I ) climatic conditions ( temperature , : humidity solar radiation , altitude , etc ) , transmission masks defined address public ; speedometers ; contacts and relays signalling ) I ( : with interfere ; power transformers ; measurement speed radar ; equipment radio other could ; train ; counters axle ; circuits track describers equipment equipment , not does equipment EIRENE that ensure to networks EIRENE operating railways national of responsibility the interfere with the normal particular In ) I",False,False,False
( . systems EIRENE based or train - on any of operation ground is ; mode the in defined guidelines with accordance in performed be shall tests immunity and emission EMC [ EN 61000 - procedures testing Environmental ) M,False,False,False
( . All ] EN [ in and series ] 4 50140 switched ),False,False,False
( tolerance physical and environmental,False,False,False
The . systems locking electronic ; circuits telecommunications ; supplies power of the EIRENE mobile . ] 45001 EN [ with accordance M in a at tested be shall units radio facility,False,False,False
"It . band ] 4 part 50121 ENV [ in stated those exceed ] ] 35 [ Index , the GSM specification for standard generic the with comply shall , equipment ) M",False,False,False
"( . precedence take shall Mobile EMC 515 EN of range the for ] ] 35 [ Index , 515 301 EN [ in GSM frequencies defined in [ by defined levels emission the Where 301 )",False,False,False
"( . document this of 1 section M in the industrial 2 - 3 , 1 - 3 , 2 , 1 parts 50121 ENV [ and 5 ] shall frequency GSM the in emissions EM generate in will EIRENE ) M",False,False,False
"( . considered be mobiles defined as services GSM at emissions for except , ] frequencies 2 50081 ENV [ in defined as environment part M as above ancillary and environment railway general the for noted standards and emission The ) M",False,False,False
( . immunity shall ) of : 5 - 200 Hz ; peak - to - peak amplitude : 7.5 mm range frequency ) M mobile equipment shall be capable of withstanding ; the levels of continuous sinusoidal vibration : ( following Handheld peak : freedom .,False,False,False
( M ),False,False,False
"For determining battery requirements , the transmit / receive duty of axes three all 1.5 g.",False,False,False
The random vibrations to be acceleration withstood mobile equipment shall be 0.25 g in by cycles ),False,False,False
( All handheld mobile equipment shall be capable of withstanding the following shocks : ( M ) M,False,False,False
"( . with standards defined in [ prEN 50125 ) ] tests defined in [ prEN 50155 ] using M non repetitive mobile equipment shall be capable of being subjected to both sinusoidal and random vibration . EIRENE m. 0.5 from shocks of up to 3 g for - up 100ms under normal conditions ; free fall to compliance used be ) Guidelines concerning the effects of GSM emissions on hearing aids , pace makers and I",False,False,False
"( . band , the nature of radio equipment implies other a level of EM emission in the transmission certain",False,False,False
However sensitive equipment EMC as defined in [ ENV 50121 part 4 ] .,False,False,False
( M ) of external to immune be are provided in [ GSM 05.90 ] electrical . I ) All EIRENE mobile equipment shall,False,False,False
( shall . of without the use of discontinuous reception or transmission ( DTX / DRX ) .,False,False,False
( provided be shall requirements as shown in table 4 - 7 M for call type .,False,False,False
( M ) Battery each frequencies ) requirements railway and generic EMC standards define a maximum level of radiated EMC for a range All ) M,False,False,False
( shall be met based on full power Battery during and assuming hourly periodic location updating . transmission in vibration and 55 ° C .,False,False,False
( M ) EIRENE mobile equipment shall be capable of being to C ° -20 ) EIRENE mobile equipment shall be capable stored of over a standard range of temperatures from operating M ( without shall be capable of coping with temperature variations of up to + /- 1 ° equipment The ) M being operational ) at temperatures down to ie -40 C without any permanent damage .,False,False,False
( ° C,False,False,False
"( ] ] ) and should be re - examined for their applicability to the EIRENE system 50125 prEN , 50121 the railway specific standards referenced are Pre if - ( eg [ prEN 50155 , ENV standards . any are EIRENE mobile radio equipment shall comply with the quality procedures defined in [ ISO 9001 of installation and testing made to these standards in the future modifications . I ) All design , manufacturing ,",False,False,False
( / minute . photochemically when exposed to solar radiation of up to 1200 W / m2 .,False,False,False
( degrade not shall equipment slight moisture condensation shall not lead to M any or failure .,False,False,False
( M ) All malfunction and ) normal be experienced .,False,False,False
"( M ) All EIRENE mobile equipment shall be protected against shock will conditions environmental above operation of a mobile radio unit , In it be expected that a combination of the shall infrequent caused Operationally referenced to sea level .",False,False,False
"( M ) The equipment shall be able to cope , m 1800 and",False,False,False
( M ) EIRENE mobile equipment shall with be of operating between altitudes of -100 m capable relative humidities of also cope with 95 % humidity for shall 30 in the year .,False,False,False
"( M ) days Many equipment . 100 % for short periods , although",False,False,False
"The the average is expected to be 75 % yearly follow guidelines defined is driver the that such , telephone GSM standard a as used being of capable able to call any M",False,False,False
"( . restrictions other or barring be call group user closed to subject number valid , ) shall Cab call voice point - to - point GSM",False,False,False
A . ) 9 section see ( at ‘ Railway operation The ) M,False,False,False
( . initiated be radio then ) 10.2 section see ( priority ’ shall number The radio section in defined as communications mode direct support should radio Cab The ) M,False,False,False
( 15 .,False,False,False
"( O GSM the using testing - self automatic . initiate radio the , on switched When ) shall Cab 14 in text ) SMS ( short incoming store and display , receive to able be shall messages ( see section defined as communications mode shunting support shall section radio The ) M",False,False,False
( . ) 12 Cab IMSI train and ( number functional its using contacted be will train the on cabs other the of registered by the other a up setting for procedure,False,False,False
The .,False,False,False
"Each ) the of establishment the to prior drivers call multi . traction GSM the using provided be shall connection radio the , cab active one than more Multi - Party service lead the of cab active the from vehicle established will call The ) M",False,False,False
( . be the - call function the of activation Upon ) M,False,False,False
